OK	../airflow-sources/tests/monitoring/datadog_reporter_test.py	11.354 ms
OK	../airflow-sources/inactive/hello_staging.py	1.841 ms
OK	../airflow-sources/inactive/personas.py	9.152 ms
OK	../airflow-sources/inactive/hello_world.py	3.514 ms
OK	../airflow-sources/inactive/slack_example.py	1.286 ms
OK	../airflow-sources/inactive/datadog_sample.py	3.431 ms
OK	../airflow-sources/inactive/malware_codesearch.py	7.732 ms
OK	../airflow-sources/inactive/failbot_example.py	2.129 ms
OK	../airflow-sources/inactive/airflow_training/python_scripts/presto_hook.py	0.997 ms
OK	../airflow-sources/inactive/airflow_training/training_1.py	4.015 ms
OK	../airflow-sources/utils/hydro_config.py	3.243 ms
OK	../airflow-sources/utils/local_socket.py	1.178 ms
OK	../airflow-sources/utils/table_config.py	4.086 ms
OK	../airflow-sources/utils/__init__.py	0.304 ms
OK	../airflow-sources/utils/aws.py	7.689 ms
OK	../airflow-sources/utils/prefix_date_name.py	1.032 ms
OK	../airflow-sources/utils/sfdc_to_csv.py	8.163 ms
OK	../airflow-sources/utils/errors.py	4.228 ms
OK	../airflow-sources/utils/presto_table_name.py	2.835 ms
OK	../airflow-sources/utils/slack.py	1.386 ms
OK	../airflow-sources/utils/composite_table_config.py	5.274 ms
OK	../airflow-sources/monitoring/__init__.py	1.788 ms
OK	../airflow-sources/monitoring/failbot_reporter.py	4.777 ms
OK	../airflow-sources/monitoring/models/__init__.py	0.704 ms
OK	../airflow-sources/monitoring/models/task_instance_state.py	4.261 ms
OK	../airflow-sources/monitoring/models/dag_run_state.py	3.464 ms
OK	../airflow-sources/monitoring/hydro_reporter.py	4.301 ms
OK	../airflow-sources/monitoring/datadog_reporter.py	17.367 ms
OK	../airflow-sources/monitoring/pubsub.py	0.966 ms
OK	../airflow-sources/monitoring/context_parser.py	9.064 ms
OK	../airflow-sources/airflow_local_settings.py	3.47 ms
